date,target
10/26/2022 3:30,114.644
10/26/2022 3:35,106.609
10/26/2022 3:40,109.911
10/26/2022 3:45,105.946
10/26/2022 3:50,106.607
10/26/2022 3:55,106.371
10/26/2022 4:00,114.07
10/26/2022 4:05,108.3
10/26/2022 4:10,111.785
10/26/2022 4:15,113.644
10/26/2022 4:20,108.622
10/26/2022 4:25,102.144
10/26/2022 4:30,111.887
10/26/2022 4:35,105.199
10/26/2022 4:40,112.315
10/26/2022 4:45,105.573
10/26/2022 4:50,105.145
10/26/2022 4:55,119.897
10/26/2022 5:00,106.633
10/26/2022 5:05,102.181
10/26/2022 5:10,100.827
10/26/2022 5:15,107.931
10/26/2022 5:20,109.056
10/26/2022 5:25,103.042
10/26/2022 5:30,105.705
10/26/2022 5:35,102.606
10/26/2022 5:40,125.308
10/26/2022 5:45,112.91
10/26/2022 5:50,104.192
10/26/2022 5:55,106.146
10/26/2022 6:00,109.432
10/26/2022 6:05,103.347
10/26/2022 6:10,109.83
10/26/2022 6:15,108.785
10/26/2022 6:15,107.957
10/26/2022 6:20,104.559
10/26/2022 6:25,102.801
10/26/2022 6:30,111.431
10/26/2022 6:35,107.742
10/26/2022 6:40,111.909
10/26/2022 6:45,109.075
10/26/2022 6:50,108.222
10/26/2022 7:00,105.657
10/26/2022 7:05,106.509
10/26/2022 7:10,104.72
10/26/2022 7:15,103.838
10/26/2022 7:20,105.403
10/26/2022 7:25,111.015
10/26/2022 7:30,112.229
10/26/2022 7:35,102.792
10/26/2022 7:40,101.789
10/26/2022 7:50,103.728
10/26/2022 7:55,106.741
10/26/2022 8:00,100.252
10/26/2022 8:05,110.133
10/26/2022 8:05,117.71
10/26/2022 8:10,119.734
10/26/2022 8:15,112.384
10/26/2022 8:20,106.311
10/26/2022 8:25,105.517
10/26/2022 8:30,107.169
10/26/2022 8:40,107.941
10/26/2022 8:45,113.709
10/26/2022 8:50,115.936
10/26/2022 8:55,101.276
10/26/2022 9:00,111.828
10/26/2022 9:10,102.86
10/26/2022 9:15,115.346
