date,target
10/25/2022 20:45,105.516
10/25/2022 20:50,125.506
10/25/2022 20:55,112.625
10/25/2022 21:00,112.048
10/25/2022 21:05,111.056
10/25/2022 21:10,109.951
10/25/2022 21:15,101.785
10/25/2022 21:20,115.889
10/25/2022 21:25,110.357
10/25/2022 21:30,113.105
10/25/2022 21:35,101.142
10/25/2022 21:40,113.234
10/25/2022 21:45,104.112
10/25/2022 21:50,105.479
10/25/2022 21:55,111.214
10/25/2022 22:00,106.425
10/25/2022 22:05,119.621
10/25/2022 22:10,108.886
10/25/2022 22:15,106.593
10/25/2022 22:20,107.763
10/25/2022 22:25,104.539
10/25/2022 22:30,113.514
10/25/2022 22:35,111.106
10/25/2022 22:40,105.182
10/25/2022 22:45,107.608
10/25/2022 22:50,103.546
10/25/2022 22:55,106.495
10/25/2022 23:00,110.232
10/25/2022 23:05,103.645
10/25/2022 23:10,112.819
10/25/2022 23:15,116.347
10/25/2022 23:20,114.841
10/25/2022 23:25,110.491
10/25/2022 23:30,106.017
10/25/2022 23:35,111.056
10/25/2022 23:40,107.469
10/25/2022 23:45,122.477
10/25/2022 23:50,126.415
10/25/2022 23:55,106.215
10/26/2022 0:00,100.464
10/26/2022 0:05,113.863
10/26/2022 0:10,104.567
10/26/2022 0:15,109.772
10/26/2022 0:20,104.282
10/26/2022 0:25,116.384
10/26/2022 0:30,103.832
10/26/2022 0:35,104.639
10/26/2022 0:40,106.935
10/26/2022 0:45,105.639
10/26/2022 0:50,114.13
10/26/2022 0:55,104.853
10/26/2022 1:00,104.155
10/26/2022 1:05,114.815
10/26/2022 1:10,105.512
10/26/2022 1:15,112.466
10/26/2022 1:20,111.983
10/26/2022 1:25,107.062
10/26/2022 1:30,106.607
10/26/2022 1:35,103.555
10/26/2022 1:40,119.049
10/26/2022 1:45,117.944
10/26/2022 1:50,110.068
10/26/2022 1:55,106.345
10/26/2022 2:00,108.597
10/26/2022 2:05,107.258
10/26/2022 2:10,104.812
10/26/2022 2:15,110.671
10/26/2022 2:20,102.971
10/26/2022 2:25,123.532
10/26/2022 2:30,104.215
10/26/2022 2:35,119.812
10/26/2022 2:40,105.131
10/26/2022 2:45,104.017
10/26/2022 2:50,115.639
10/26/2022 2:55,111.474
10/26/2022 3:00,107.461
10/26/2022 3:05,111.781
10/26/2022 3:10,110.331
10/26/2022 3:15,104.836
10/26/2022 3:20,114.072
10/26/2022 3:25,103.15
